geoid,d_rent,d_bike_km,d_income,d_pct_white,d_pct_poverty,d_pop_density,base_rent,base_bike_km,base_income
17031171100,268,0.9459392535510461,30161,-0.12432990508142172,0.011048080025598393,-403.1884102238582,909,0,62222
17031180100,735,0,39160,-0.10674328880651607,0.014417219344327797,827.0475996993282,922,0,44760
17031190100,144,0,32326,-0.08784714161692547,-0.10384719283238036,-1110.2877693749178,777,0,28924
17031190200,321,0.8112474689718976,37747,-0.08699453840459409,-0.09089200601388314,-254.47421662149827,973,0,42829
17031190300,307,0.8118160814644599,26579,-0.04709843914670536,0.020478958564020128,31.798086697863255,799,0,42730
17031190401,179,0.8135600838128102,41492,-0.1286649568088637,-0.02963562209879525,-649.8462511732478,963,0,51147
17031190402,403,0.8120881103235583,19158,0.004966931851976331,-0.028020825415114692,-7.645164692110484,863,0,37365
17031190601,249,3.0403593379177236,15919,0.01822056679827766,-0.24360272128130173,-702.2026219456466,1091,0,55257
17031190602,223,1.562927422821534,15266,0.028084855907832162,-0.0020417441586734197,952.4513442839398,923,0,46042
17031190701,314,1.1697519804981655,24738,0.0236571933335136,0.028879094069326885,-366.7979060260186,899,0,39325
17031190702,205,1.2721536449560593,6933,-0.05222839328553504,0.08465520432522244,553.2480421889468,944,0,43524
17031190800,162,2.441179953273447,13293,0.05055951633649475,0.02232848798379075,-1096.574204257433,996,0,39111
17031190900,226,0.8478940932415275,8583,0.004769107297197192,-0.031147385516317544,-1001.3278299677104,795,0,52917
17031191000,45,0.388204714460095,25182,0.018828247261345854,-0.22817764429715548,-377.4148751300427,920,0,38429
17031191100,261,1.4084216997196148,8638,0.03720974001114181,0.047977223475083264,-1292.234754666455,919,0,41875
17031191200,349,1.185727021457822,19500,-0.035059216294263625,-0.11777639476514212,-333.8804237977656,902,0,37792
17031191301,337,1.9577334888027325,18545,0.010681218559769234,-0.13844199013726782,-1163.2424360188943,895,0,37214
17031191302,529,0.892563892131621,17795,-0.004838136748865324,-0.24872622401476044,-42.7517174089262,1008,0,37277
17031200100,291,0.8109498837516866,22047,-0.007148265051568542,0.01939855696777701,-1510.8795603405542,881,0,46346
17031200200,205,2.3243843169844656,19715,0.08097518713020668,0.01702050412843123,-1355.6939416861142,936,0,44868
17031200300,441,0,9682,0.05938110251320303,-0.14829207951340337,-1561.827449012323,867,0,40833
17031200401,107,0,31067,-0.040472781883127376,0.0220789735924265,-1500.7312799062765,1062,0,38979
17031200402,277,0,36197,0.14397906073395464,-0.11375092628603711,2939.3076262281957,855,0,41091
17031210100,556,2.8111207916398224,45172,0.06289480884411752,-0.07763940329008975,-121.12735357928614,1026,0,62545
17031210400,425,0,25494,0.002031340648021157,0.14335026254283922,-1596.520032151424,955,0,37583
17031210501,649,1.088162848640977,24553,0.06528761947839612,0.04903406542935543,-5313.866411708925,806,0,37125
17031210502,513,0.16354745432087714,34022,0.020111255319283206,-0.09012919530468996,-2168.074734807391,887,0,40833
17031210601,673,1.2083517853556651,44621,0.1667627081737098,-0.0317677832473196,-1866.283402673158,916,0,48926
17031210602,377,1.2565986881401094,55168,0.11845824420803577,-0.06515977697843793,-274.56674008534173,1014,0,47457
17031210700,629,3.0536116028347493,46526,0.13464402326248176,-0.10181769639427728,-1584.8571942056215,955,0,46500
17031210800,452,0.38707654642081796,56771,0.10875373129037064,-0.24043923482628476,-583.3881677255868,1016,0,39808
17031210900,738,2.249952482465518,55656,0.21254746958071763,-0.053753368220175735,-338.6172780367933,959,0,54188
17031220300,737,0.8102715726735881,15773,-0.046872026665841116,0.0025147536531612003,-1309.6409450415922,1127,0,84688
17031220400,557,1.4246865626569667,57164,0.0716803382275224,-0.02564609428658693,682.8700586667601,1220,0,57639
17031220500,777,1.4529083280063764,35492,0.04181873249034607,-0.13360133313199182,-28.77737089758466,1252,0,59375
17031220601,959,0.3556056996591108,86115,0.218336018733907,-0.19507924090374523,169.68902230887488,749,0,34312
17031220602,778,2.6796571274597745,19918,0.10409561305226661,-0.0777011062460099,-510.570252816613,811,0,41957
17031220701,668,0.7075004921933358,32118,0.14700406111894446,-0.19753756812247672,-2814.600579275935,897,0,43507
17031220702,480,3.1333211659256195,35868,0.17379566634840643,-0.07746506959492697,-578.6358883005614,942,0,44101
17031220901,294,0.8133588043342088,17715,0.05169025157232704,-0.22018199557494933,-1030.3771944125,950,0,45202
17031220902,355,0.8128404159601739,26721,0.08880021228353258,-0.13430303941857377,-60.52350526766895,996,0,46518
17031221000,641,0.8132599383967926,42310,0.2126425485065427,-0.15499197782963825,-2319.738499490488,964,0,39792
17031221100,521,0.13380504039058677,45439,0.12726444511621937,-0.044529621080276804,-551.810145167754,871,0,42039
17031221200,805,1.173945549880883,74765,0.09603013554267514,-0.03572018490905898,1605.503666660189,1021,0,53478
17031221300,622,0.7805202142658473,40148,0.0037512994053298665,0.011173353772580025,1105.4072369494106,890,0,41116
